Taxon	Agile	Amber	Apple	Brave	Cedar	Crown	Dance	Drive	Dwell	Eagle	Earth	Fleet	Giant	Glint	Grace	Honor	Inlet	Joker	Kneel	Knife	Latch	Lemon	Magic	Mover	North	Novel	Ocean	Outer	Overt	Paint	Quiet	Quirk	Roast	Rocky	Shore	Smart	Spark	Storm	Trend	Truce	Unity	Value	Vapor	Water	Woven	Zebra	taxonomy
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	77	35	12	47	94	41	16	328	15	23	9	76	78	247	32	152	11	12	10	67	10	33	477	7	35	0	27	26	70	6	639	57	11	27	27	43	23	18	45	0	0	1	48	25	10	33	d__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2486	37	291	920	3460	616	734	2812	7	843	1	153	1099	751	1129	5066	228	5	366	1843	306	1587	434	0	1715	3	955	679	5357	0	4088	3616	188	105	982	2330	917	669	1506	0	0	17	1128	1699	6	1257	d__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	137	83	100	74	490	377	31	194	1215	139	237	223	60	86	116	1127	91	713	64	932	38	322	65	428	255	1	236	58	1489	1191	345	528	53	147	115	491	279	142	312	0	0	17	182	53	160	83	d__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Eggerthellales; f__Eggerthellaceae
d__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Euzebyales|f__Euzebyaceae	0	0	2	0	3	0	0	2	2	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	7	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteria; c__Nitriliruptoria; o__Euzebyales; f__Euzebyaceae
d__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae	0	3	0	0	0	2	0	3	0	0	1	0	0	0	1	0	0	1	0	2	0	0	1	0	0	0	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae
d__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae	1	0	0	0	1	0	0	1	1	0	0	0	0	2	0	1	0	0	0	0	1	0	1	2	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae
d__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae	0	0	0	1	0	0	0	0	1	1	0	1	2	0	1	0	0	3	0	1	1	1	1	2	0	0	0	1	2	2	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	d__Bacteria; p__Aquificae; c__Aquificae; o__Aquificales; f__Aquificaceae
d__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae	0	1	0	0	0	1	1	1	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	d__Bacteria; p__Aquificae; c__Aquificae; o__Aquificales; f__Hydrogenothermaceae
d__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae	0	1	0	0	0	1	2	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	d__Bacteria; p__Aquificae; c__Aquificae; o__Desulfurobacteriales; f__Desulfurobacteriaceae
d__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__Chthonomonadales; f__Chthonomonadaceae
d__Bacteria|p__Armatimonadetes|c__Fimbriimonadia|o__Fimbriimonadales|f__Fimbriimonadaceae	0	0	0	0	0	2	0	2	0	0	1	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Armatimonadetes; c__Fimbriimonadia; o__Fimbriimonadales; f__Fimbriimonadaceae
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	7782	3727	7053	4123	3420	1687	995	143	10526	3279	6100	5370	3013	155	5794	1949	10310	7448	3886	4724	4572	6414	269	6467	1580	23	6998	1842	3459	18802	672	495	7288	10764	5559	3049	2730	4474	2749	144	4	257	3827	7817	5020	20305	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	18	19	18	7	10	13	11	0	20	19	7	18	7	1	35	10	6	31	5	16	20	23	13	5	26	0	32	19	8	91	11	1	23	15	11	22	5	6	6	0	0	0	29	16	10	16	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Barnesiellaceae
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonamonadaceae	7	3	2	0	1	2	4	1	4	3	1	2	2	0	3	1	1	5	1	1	5	2	1	0	1	0	1	2	0	2	4	0	8	3	2	5	1	0	0	0	0	0	1	0	0	1	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Dysgonamonadaceae
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	2	4	6	5	3	4	3	0	2	4	2	3	3	6	10	1	1	5	0	3	2	6	11	1	1	0	17	24	0	12	5	1	0	0	11	10	1	2	4	0	0	0	4	1	1	2	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	122	78	161	586	24	125	83	30	104	313	49	168	98	11	104	116	129	185	27	136	31	37	25	252	54	0	364	114	44	382	44	56	55	35	31	39	14	68	104	1	0	1	146	34	28	56	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Odoribacteraceae
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae	3	2	2	1	0	0	4	1	0	3	0	0	0	1	2	0	1	3	0	2	1	1	1	2	0	0	2	7	0	0	1	0	0	0	3	1	0	0	0	0	0	0	1	1	0	0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	10	6	24	10	6	4	24	5	5	12	2	7	18	15	6	3	11	12	10	4	8	17	26	4	6	0	16	48	1	38	8	4	5	10	14	9	4	2	4	0	0	0	11	15	4	20	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	56	36	501	112	20	22	1189	40	23	614	8	18	92	236	30	14	80	245	24	59	19	54	962	16	6	1	69	1678	17	106	207	23	5	26	791	78	11	6	78	1	1	0	30	20	39	40	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	126	37	268	319	587	1399	251	35	469	374	186	478	507	5	448	4701	45	1086	82	2013	553	469	19	1112	271	0	875	128	257	2193	309	249	219	191	120	572	635	592	1156	4	0	18	1772	205	306	71	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	593	87	207	278	503	86	93	8	678	89	133	286	130	10	148	125	126	377	317	114	298	780	20	1195	198	2	725	94	195	2734	109	88	360	274	286	317	154	195	208	79	0	19	214	1018	286	185	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae	0	2	0	0	1	0	5	0	1	1	0	0	1	0	0	2	2	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Marinilabiliales; f__Marinifilaceae
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Marinilabiliales; f__Marinilabiliaceae
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae	1	1	1	0	1	0	2	0	1	3	2	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	1	1	0	2	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Marinilabiliales; f__Prolixibacteraceae
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Salinivirgaceae	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Marinilabiliales; f__Salinivirgaceae
d__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae	3	7	4	5	9	4	10	3	2	19	2	4	6	1	3	3	4	10	4	3	4	4	4	2	2	0	6	27	0	12	3	2	3	4	11	4	3	5	1	0	0	0	3	5	1	3	d__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Amoebophilaceae	0	0	1	1	0	1	2	1	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	2	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Amoebophilaceae
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Bernardetiaceae	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Bernardetiaceae
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae	1	2	6	1	1	1	4	4	2	5	1	0	0	2	3	0	2	2	1	0	2	4	2	3	0	0	5	5	0	1	2	2	1	3	12	2	0	0	0	0	0	0	0	3	1	0	d__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cyclobacteriaceae
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae	10	10	3	4	5	6	17	4	3	10	4	4	6	4	6	5	6	3	4	4	1	12	15	2	1	0	7	14	4	9	7	3	1	8	19	6	1	1	10	0	0	0	9	4	7	7	d__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Flammeovirgaceae	0	1	0	0	1	0	3	0	0	0	2	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	1	2	1	0	1	0	2	2	2	0	1	0	0	0	0	0	0	4	0	0	d__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae	7	6	6	6	10	15	14	13	9	10	2	4	8	4	8	13	5	16	2	7	8	10	19	10	5	1	8	22	2	20	13	5	0	12	16	8	4	8	10	0	0	0	8	0	7	7	d__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Hymenobacteraceae
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Persicobacteraceae	1	0	1	1	0	0	1	0	1	3	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	5	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Persicobacteraceae
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Blattabacteriaceae	3	2	0	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	2	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Blattabacteriaceae
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Crocinitomicaceae	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	d__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Crocinitomicaceae
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Cryomorphaceae	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	d__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	59	56	51	29	57	30	83	13	39	51	23	49	39	25	75	24	40	92	18	43	34	122	52	31	21	0	88	105	32	87	21	14	59	49	62	39	18	28	23	1	0	0	53	37	36	57	d__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Ichthyobacteriaceae	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Ichthyobacteriaceae
d__Bacteria|p__Bacteroidetes|c__Saprospiria|o__Saprospirales|f__Haliscomenobacteraceae	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	1	1	2	1	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	d__Bacteria; p__Bacteroidetes; c__Saprospiria; o__Saprospirales; f__Haliscomenobacteraceae
d__Bacteria|p__Bacteroidetes|c__Saprospiria|o__Saprospirales|f__Saprospiraceae	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidetes; c__Saprospiria; o__Saprospirales; f__Saprospiraceae
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	15	11	9	6	4	5	25	2	5	18	9	2	3	11	9	4	11	10	4	6	2	10	15	2	1	0	9	27	4	21	8	0	0	14	6	7	1	2	4	0	0	0	6	7	0	8	d__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae
d__Bacteria|p__Bacteroidetes|o__Bacteroidetes_Order_II._Incertae_sedis|f__Rhodothermaceae	1	0	1	0	2	2	1	3	4	1	0	2	0	0	3	8	2	3	0	3	0	2	3	0	1	0	0	0	1	2	5	2	1	1	0	3	2	0	1	0	0	0	10	0	4	0	d__Bacteria; p__Bacteroidetes; o__Bacteroidetes_Order_II._Incertae_sedis; f__Rhodothermaceae
d__Bacteria|p__Caldiserica|c__Caldisericia|o__Caldisericales|f__Caldisericaceae	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Caldiserica; c__Caldisericia; o__Caldisericales; f__Caldisericaceae
d__Bacteria|p__Calditrichaeota|c__Calditrichae|o__Calditrichales|f__Calditrichaceae	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	2	0	1	0	0	0	0	2	1	1	0	d__Bacteria; p__Calditrichaeota; c__Calditrichae; o__Calditrichales; f__Calditrichaceae
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae	1	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	d__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Chlamydiaceae
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	d__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Parachlamydiales; f__Parachlamydiaceae
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Simkaniaceae	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Parachlamydiales; f__Simkaniaceae
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Waddliaceae	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Parachlamydiales; f__Waddliaceae
d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae	5	2	5	1	3	4	5	3	1	4	2	4	6	1	1	8	4	3	3	4	4	3	8	4	7	0	1	8	6	4	7	7	3	4	6	4	3	8	5	0	0	0	17	2	2	4	d__Bacteria; p__Chlorobi; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae
d__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae	2	1	0	0	1	2	0	2	0	0	0	2	0	2	6	0	0	1	0	0	0	0	2	2	0	0	0	3	0	0	2	0	0	2	0	1	0	2	3	0	0	0	1	1	1	0	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae
d__Bacteria|p__Chloroflexi|c__Ardenticatenia|o__Ardenticatenales|f__Ardenticatenaceae	1	0	1	0	2	2	0	2	1	0	0	1	2	0	2	2	2	0	0	1	0	0	0	0	1	0	1	0	0	0	3	2	1	0	1	0	0	1	1	0	0	0	0	2	0	1	d__Bacteria; p__Chloroflexi; c__Ardenticatenia; o__Ardenticatenales; f__Ardenticatenaceae
d__Bacteria|p__Chloroflexi|c__Caldilineae|o__Caldilineales|f__Caldilineaceae	1	0	2	0	0	1	0	1	0	0	0	1	1	0	0	2	0	1	1	0	0	0	1	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	d__Bacteria; p__Chloroflexi; c__Caldilineae; o__Caldilineales; f__Caldilineaceae
d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Chloroflexaceae	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Chloroflexaceae
d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Roseiflexaceae	0	0	0	0	1	0	0	3	0	0	0	2	0	4	0	2	0	1	0	1	1	0	6	0	0	0	1	0	0	1	2	2	0	1	0	0	0	0	1	0	0	1	0	1	0	0	d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae
d__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__Dehalococcoidaceae	0	1	1	2	7	1	1	1	0	2	0	5	0	3	2	2	0	1	0	0	5	1	1	0	0	0	3	2	2	2	0	2	4	0	3	1	4	0	0	0	0	0	0	1	1	1	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__Dehalococcoidales; f__Dehalococcoidaceae
d__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales|f__Sphaerobacteraceae	0	0	0	1	2	1	1	2	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	d__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__Sphaerobacterales; f__Sphaerobacteraceae
d__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Thermomicrobiales|f__Thermomicrobiaceae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	d__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__Thermomicrobiales; f__Thermomicrobiaceae
d__Bacteria|p__Chrysiogenetes|c__Chrysiogenetes|o__Chrysiogenales|f__Chrysiogenaceae	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	d__Bacteria; p__Chrysiogenetes; c__Chrysiogenetes; o__Chrysiogenales; f__Chrysiogenaceae
d__Bacteria|p__Coprothermobacterota|c__Coprothermobacteria|o__Coprothermobacterales|f__Coprothermobacteraceae	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Coprothermobacterota; c__Coprothermobacteria; o__Coprothermobacterales; f__Coprothermobacteraceae
d__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales|f__Gloeobacteraceae	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	2	1	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Gloeobacteria; o__Gloeobacterales; f__Gloeobacteraceae
d__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Aphanothecaceae	0	1	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; o__Chroococcales; f__Aphanothecaceae
d__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Chroococcaceae	0	1	1	1	1	0	0	0	0	1	0	0	0	2	2	0	2	1	0	1	0	0	1	1	0	0	1	1	0	1	0	0	1	2	1	0	0	0	0	0	0	0	1	1	1	1	d__Bacteria; p__Cyanobacteria; o__Chroococcales; f__Chroococcaceae
d__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Cyanobacteriaceae	0	0	1	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; o__Chroococcales; f__Cyanobacteriaceae
d__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Microcystaceae	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; o__Chroococcales; f__Microcystaceae
d__Bacteria|p__Cyanobacteria|o__Chroococcidiopsidales|f__Chroococcidiopsidaceae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; o__Chroococcidiopsidales; f__Chroococcidiopsidaceae
d__Bacteria|p__Cyanobacteria|o__Gloeoemargaritales|f__Gloeomargaritaceae	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; o__Gloeoemargaritales; f__Gloeomargaritaceae
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae	1	0	0	0	1	0	1	1	0	1	0	1	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	d__Bacteria; p__Cyanobacteria; o__Nostocales; f__Aphanizomenonaceae
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Hapalosiphonaceae	0	1	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Cyanobacteria; o__Nostocales; f__Hapalosiphonaceae
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae	2	1	1	1	4	2	2	1	0	2	1	1	1	1	1	2	3	2	0	0	0	1	1	2	0	0	4	8	0	3	0	2	1	3	0	1	2	2	1	0	0	0	2	1	0	3	d__Bacteria; p__Cyanobacteria; o__Nostocales; f__Nostocaceae
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae	0	0	1	0	3	1	4	2	0	1	0	1	3	0	0	1	2	5	2	4	1	0	0	1	1	0	2	2	2	0	3	1	0	1	9	2	0	0	1	0	0	0	2	1	1	0	d__Bacteria; p__Cyanobacteria; o__Nostocales; f__Rivulariaceae
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	d__Bacteria; p__Cyanobacteria; o__Nostocales; f__Scytonemataceae
