Taxon	Agile	Amber	Apple	Brave	Cedar	Crown	Dance	Drive	Dwell	Eagle	Earth	Fleet	Giant	Glint	Grace	Honor	Inlet	Joker	Kneel	Knife	Latch	Lemon	Magic	Mover	North	Novel	Ocean	Outer	Overt	Paint	Quiet	Quirk	Roast	Rocky	Shore	Smart	Spark	Storm	Trend	Truce	Unity	Value	Vapor	Water	Woven	Zebra	taxonomy
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	67	122	4	5	18	5	21	14	7	28	0	3	17	5	16	1	27	12	128	2	6	6	22	2	2	0	57	6	8	2	6	4	16	222	42	36	3	3	8	0	1	0	2	41	12	13	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	137	69	146	44	76	98	67	78	56	55	34	66	65	57	122	115	80	80	42	94	50	52	85	136	55	4	106	115	283	123	99	55	34	130	57	51	30	40	60	5	8	23	116	78	41	74	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Salinisphaerales	0	0	0	0	0	2	0	1	1	1	0	0	0	0	1	2	0	2	0	0	0	1	2	1	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Salinisphaerales
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales	1	4	3	2	2	2	3	2	0	2	0	2	1	3	4	3	2	5	0	3	2	4	4	1	2	0	3	2	0	3	4	4	1	2	2	1	0	2	2	0	0	0	0	1	0	1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	8	6	4	7	7	7	13	3	8	8	2	6	3	6	12	4	5	8	2	6	5	3	6	1	1	0	8	14	6	1	7	5	3	14	6	5	0	3	7	0	0	0	8	7	4	6	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	51	23	75	20	30	31	34	27	21	18	14	26	24	25	46	43	30	39	14	49	20	29	20	38	22	1	41	46	22	41	40	30	21	62	21	19	15	12	30	1	1	1	49	34	14	21	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales
d__Bacteria|p__Proteobacteria|c__Hydrogenophilalia|o__Hydrogenophilales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	1	0	d__Bacteria; p__Proteobacteria; c__Hydrogenophilalia; o__Hydrogenophilales
d__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Oligoflexia; o__Bacteriovoracales
d__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	0	3	0	2	2	0	3	0	1	1	0	2	1	0	2	1	6	1	1	0	0	0	3	1	1	0	0	1	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Proteobacteria; c__Oligoflexia; o__Bdellovibrionales
d__Bacteria|p__Proteobacteria|c__Zetaproteobacteria|o__Mariprofundales	0	0	2	0	0	1	2	1	0	0	0	0	1	0	2	1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	d__Bacteria; p__Proteobacteria; c__Zetaproteobacteria; o__Mariprofundales
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales	2	2	3	1	2	0	0	2	0	1	1	1	3	2	4	0	1	4	2	1	1	1	5	3	1	0	1	1	1	1	0	0	1	3	2	2	1	0	0	0	0	0	2	2	1	2	d__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Brachyspirales
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	14	10	11	6	8	22	7	7	8	9	7	15	9	390	15	13	9	7	6	9	2	7	386	4	6	0	11	10	7	8	5	6	1	14	3	7	4	11	8	0	0	0	11	9	8	4	d__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Spirochaetales
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	1	0	5	3	6	3	0	9	1	7	1	4	5	3	2	7	1	5	0	3	2	1	5	0	1	0	4	1	1	1	3	6	2	1	0	2	1	2	6	0	0	0	6	2	0	2	d__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales	0	1	0	0	0	2	4	2	0	0	1	4	1	3	4	2	0	2	0	0	1	0	1	0	0	0	0	2	0	1	0	1	2	1	0	0	0	0	0	0	0	0	3	1	1	0	d__Bacteria; p__Tenericutes; c__Mollicutes; o__Acholeplasmatales
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales	3	3	4	6	1	1	1	1	1	0	2	2	1	2	6	2	1	0	0	3	3	0	2	3	0	0	1	6	2	3	2	3	0	7	0	3	0	0	3	0	0	0	2	4	2	3	d__Bacteria; p__Tenericutes; c__Mollicutes; o__Entomoplasmatales
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales	4	3	5	3	2	3	2	1	3	0	0	3	2	1	3	2	4	2	2	3	0	3	3	2	1	0	2	15	6	5	5	2	1	21	2	2	3	3	0	0	1	0	2	3	0	7	d__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales
d__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	d__Bacteria; p__Thermodesulfobacteria; c__Thermodesulfobacteria; o__Thermodesulfobacteriales
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	d__Bacteria; p__Thermotogae; c__Thermotogae; o__Kosmotogales
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	2	1	1	0	0	1	0	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Thermotogae; c__Thermotogae; o__Petrotogales
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales	2	1	2	3	1	2	1	1	2	0	0	2	3	0	4	1	1	2	1	1	3	0	0	0	1	0	0	1	1	3	0	0	1	6	1	3	1	1	1	0	0	0	2	0	1	4	d__Bacteria; p__Thermotogae; c__Thermotogae; o__Thermotogales
d__Bacteria|p__Verrucomicrobia|c__Methylacidiphilae|o__Methylacidiphilales	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Verrucomicrobia; c__Methylacidiphilae; o__Methylacidiphilales
d__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales	3	2	0	0	1	6	2	9	2	0	1	1	4	0	1	5	0	0	1	3	2	4	2	3	3	0	2	0	3	0	2	0	1	1	0	0	0	1	2	0	0	0	4	0	0	0	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales
d__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Puniceicoccales	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Puniceicoccales
d__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0	3	2	2	24	458	99	5	3	0	101	213	3	4	172	87	3	2	0	8	1	2	1	10	2	0	639	18	1	1	49	182	0	1	1	4	94	0	13	0	5	0	13	2	2	8	d__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales
d__Viruses|o__Caudovirales	0	3	1	0	11	0	0	1	61	0	0	0	0	0	1	4	2	2	0	1	0	1	2	0	1	0	1	1	0	0	2	1	3	1	0	4	1	1	2	0	1	1	3	1	1	0	d__Viruses; o__Caudovirales
d__Viruses|o__Herpesvirales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	d__Viruses; o__Herpesvirales
d__Viruses|o__Nidovirales	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Viruses; o__Nidovirales
d__Viruses|o__Picornavirales	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	d__Viruses; o__Picornavirales
d__Viruses|o__Tymovirales	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Viruses; o__Tymovirales
